series	episode	flag	alien	depiction	significance	comments	disposition	technology	formidability	conservation	class	realm	alignment	place of origin	allegiance	human stereotype	attributes	notes
tos	3x16		Natives of Antos IV	mentioned	0.4	Famous for their benevolence and peaceful pursuits	1.0	6.1	6.1	NT	humanoid	terrestrial	unaligned	Antos IV				
tos	3x16		Orion	appeared	1.0	Corby translated medical records found in Orion ruins.	-0.5	5.2	5.2	LC	humanoid	terrestrial	foe	Orion	Orion Syndicate, Orion Free Traders	mafia	green, matriarchical 	
tos	3x16		Romulan	mentioned	0.0	Kirk used Cochrane deacceleration maneuver to defeat Romulans is mentioned	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tos	3x16		Tellarite	appeared	0.4	Inmate	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Tellar Prime	Federation	argumentative	pig-like, pink	
tos	3x17		Gideon	appeared	1.0	Planet massively over-populated	-0.3	5.2	5.2	VU	humanoid	terrestrial	foe	Gideon	Federation Hopeful	Catholic		
tos	3x18		Andorian	appeared	0.2	Scholar	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tos	3x18		Tellarite	appeared	0.2	Scholar	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Tellar Prime	Federation	argumentative	pig-like, pink	
tos	3x18		Zetarian	mentioned	1.0		0.0	5.1	5.1	EX	humanoid	terrestrial	foe	Zetar				
tos	3x18	Y	Zetarian Cloud Entity	appeared	1.0		-0.8	0.0	6.0	EX	incorporeal	spaceborne	unaligned	Zetar				
tos	3x19		Ardanan	appeared	1.0	Cloud city aliens	0.5	5.2	5.2	LC	humanoid	terrestrial	friend	Ardana	Federation			
tos	3x19		Inhabitants of Merak II	mentioned	0.3	Suffered from a botanical plague	1.0	5.2	5.2	VU	humanoid	terrestrial	fed	Merak II	Federation			
tos	3x20		Catullan	appeared	1.0	Engaged in treaty negotiations with Federation	0.5	5.2	5.2	NT	humanoid	terrestrial	friend	Catulla				
tos	3x20		Romulan	mentioned	0.3	Eden was in the Neutral Zone	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tos	3x20		Tiburonian	appeared	1.0	The guru	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Tiburon	Federation			
tos	3x21		Inhabitants of Centauri VII	mentioned	0.0	Homeworld of the lithographer Taranullus	0.0				humanoid	terrestrial	friend	Centauri VII				
tos	3x21		Inhabitants of Marcus II	mentioned	0.0	Homeworld of the artist Sten	0.0				humanoid	terrestrial	unaligned	Marcus II				
tos	3x21	Y	Rayna Kapec	appeared	1.0	Flints android					android	terrestrial		Holberg 917G				
tos	3x21		Rigelian	mentioned	0.3	Rigelian fever	0.0				humanoid	terrestrial	fed	Rigel V	Federation			
tos	3x21		Saurian	implied	0.0	Saurian brandy	0.0				reptilian	terrestrial	friend	Saurian homeworld				
tos	3x22		Arcturian	implied	0.0	Arcturian dog-bird	1.0	5.0	5.0	LC	humanoid	terrestrial	fed		Federation		cloners	
tos	3x22		Excalbian	appeared	1.0	rock monsters	-0.5	6.2	6.2	NT	silicon-based	terrestrial	foe	Excalbia				
tos	3x22		Klingon	appeared	1.0	Kahless	-1.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tos	3x22		Tiburonian	appeared	1.0	Zora the witch	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Tiburon	Federation			
tos	3x22		Vulcan	appeared	1.0	Surak	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tos	3x23		Natives of Sarpeidon	appeared	1.0	Used the Atavacron to retreat into their distant past	0.3	6.2	6.2	EX	humanoid	terrestrial	unaligned	Sarpeidon				
tos	3x24		Inhabitants of Camus II	mentioned	1.0		0.0	6.0	6.0	EX	humanoid	terrestrial	unaligned	Camus II				
tos	3x24		Tholian	mentioned	0.1	Kirk mentioned the Tholian sector to Spock to prove it was him	1.0	5.2	5.2	LC	inorganic	terrestrial	foe		Tholian Assemply		xenophobic, thermaphile, punctual	
tos	3x24		Vian	mentioned	0.1	Kirk mentioned the Vians to Spock to prove it was him	-0.2	6.1	6.1	VU	humanoid	terrestrial	foe	Minaran Star System			big brained	
