series	episode	flag	alien	depiction	significance	comments	disposition	technology	formidability	conservation	class	realm	alignment	place of origin	allegiance	human stereotype	attributes	notes
tng	3x12		Rutian	appeared	1.0	doctor-napped Beverly Crusher	-0.6	4.1	4.1	NT	humanoid	terrestrial	friend	Rutia IV		human		
tng	3x13		Belzoidian	suggested	0.0	Belzoidian flea	0.0						unaligned					
tng	3x13		Calamarain	appeared	1.0	gas that had it out for Q	-0.8	6.0	6.0	LC	gasseous	spaceborne	foe				swirls of ionized gas	
tng	3x13	C	El-Aurian	appeared	0.4		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	3x13		Markoffian	suggested	0.0	Markoffian sea lizzard	0.0						unaligned					
tng	3x13		Natives of Breel IV	appeared	1.0	species whose planet was threatened by an asteroid	1.0	4.0	4.0	VU	humanoid	terrestrial	friend	Breel IV		human		
tng	3x13		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x13		The Q	appeared	1.0		0.2	7.2	7.2	LC	transcendental	extra-dimensional	unaligned		Q Continuum			
tng	3x14		Ferengi	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	3x14		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x14		Tanugan	appeared	1.0		0.8	5.0	5.0	NT	humanoid	terrestrial	friend	Tanuga IV		human		
tng	3x15	C	El-Aurian	appeared	0.7		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	3x15		Klingon	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	3x15		Romulan	mentioned	0.1		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x15		Vulcan	appeared	0.1	Selar (Vulcan) served aboard the alternate Enterprise-D	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	3x16		Andorian	depicted	0.0	Choice of appearance for Lal	0.0	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	3x16	C	El-Aurian	appeared	0.3		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	3x16		Klingon	depicted	0.0	Choice of appearance for Lal	0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	3x17		Klingon	appeared	1.0		0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	3x17		Romulan	mentioned	0.3		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x18		Bolian	depicted	1.0	star fleet cadet	0.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	3x18		Chalnoth	appeared	1.0	aggressive brute, social ideology of anarchy	-0.5	5.0	5.0	LC	canine	terrestrial	foe	Chalna		aggressive	anachist, carniverous	
tng	3x18		Mintakan	mentioned	0.0	the proto-vulcanoids	0.0	2.0	2.0	NT	humanoid	terrestrial	friend	Mintaka III		logical	proto-Vulcan humanoid, logical, rational	
tng	3x18		Mizarian	appeared	1.0	cowardly captive	0.2	5.0	5.0	LC	humanoid	terrestrial	friend	Mizar II		passive	pacifistic	
tng	3x18		Moropa	mentioned	0.0	briefly considered as candidate suspects	0.0	5.2	5.2	LC	humanoid	terrestrial	foe					
tng	3x18		Romulan	mentioned	0.0	briefly considered as candidate suspects	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x18		Abducting Aliens	appeared	1.0	weird kidnappers studying humanoids	-0.8	6.0	6.0	LC	humanoid	terrestrial	foe				telepathic	
tng	3x19		Andorian	appeared	0.0		0.5	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	3x19		Antican	mentioned	0.0	childish dog-like species	0.0	5.0	5.0	NT	canine	terrestrial	friend	Antica	Federation Hopeful	racist	carnivirous	
tng	3x19		Betazoid	mentioned	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	3x19		Dachlyd	mentioned	0.0		0.0	4.0	4.0	NT	humanoid	terrestrial	friend				stubborn	
tng	3x19		Ferengi	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	3x19		Gemarian	mentioned	0.0	Picard mediates between them and the Dachlyds	0.0	4.0	4.0	NT	humanoid	terrestrial	friend	Gemaris V				
tng	3x19	Y	Miscellaneous Resort Aliens	appeared	0.0		0.0											
tng	3x19		Risian	appeared	0.5		0.2	5.2	5.2	NT	humanoid	terrestrial	fed	Risa	Federation	hedonistic		
tng	3x19		Sarthongian	mentioned	0.0		0.0	5.0	5.0	NT	humanoid	terrestrial	foe	Sarthong V			terratorial	
tng	3x19		Vorgon	appeared	1.0	time-traveling super-villains	-1.0	6.1	6.1	LC	humanoid	terrestrial	foe					
tng	3x20		Betazoid	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	3x20		Chandran	mentioned	0.1	crystal minds	0.2	5.0	5.0	NT	non-humanoid	terrestrial	friend	Chandra V			peaceful, telepathic	
tng	3x20		Ghorusdan	mentioned	0.1	territorial, failed mediation with —	-0.2	5.0	5.0	NT	humanoid	terrestrial	foe	Ghorusda				
tng	3x20		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x20		Tin Mans Species	appeared	1.0		0.5	6.2	6.2	EW	living spaceship	spaceborne	unaligned					
tng	3x21	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	3x21		Mikulak	mentioned	0.1	uses outdated substance in medical containment field	0.8	5.0	5.0	NT	humanoid	terrestrial	friend					
tng	3x21		Nahmi	implied	0.0	place of Corellium fever	0.0	4.0	4.0	VU	humanoid	terrestrial	unaligned	Nahmi IV				
tng	3x22		Andorian	mentioned	0.0		0.5	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	3x22		Ferengi	mentioned	0.0		-0.5	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	3x22		Inhabitants of Lya IV	appeared	0.2	Palor Toff	-0.5	5.0	5.0	LC	humanoid	terrestrial	fed	Lya IV				
tng	3x22		Rodulan	implied	0.0	basotile art form	0.0						unaligned					
tng	3x22		Tellurian	implied	0.0	known for foods, mint truffles etc.	0.0						unaligned					
tng	3x22		Varrias Species	appeared	1.0		0.0				humanoid	terrestrial	unaligned					
tng	3x22		Veltan	implied	0.0	Veltan sex idol	0.0						unaligned					
tng	3x22		Zibalian	appeared	1.0	evil collector	-0.5	5.0	5.0	LC	humanoid	terrestrial	unaligned					
tng	3x23		Coridan	mentioned	0.0	joined federation afte some TOS event	1.0	5.0	5.0	LC	humanoid	terrestrial	fed	Coridan	Federation			
tng	3x23		Legaran	mentioned	1.0		0.5	5.0	5.0	NT	non-humanoid	marsh dwelling	friend	Legara IV			adherent protocol, live in pools of thick swirling oozes	
tng	3x23		Vulcan	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	3x24		Algolian	appeared	0.1	ceremonial rhythms in background	1.0	5.1	5.1	LC	humanoid	terrestrial	fed		Federation			
tng	3x24		Arcturian	implied	0.0	Arcturian fizz	1.0	5.0	5.0	LC	humanoid	terrestrial	fed		Federation		cloners	
tng	3x24		Betazoid	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	3x24		Ferengi	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	3x24	Y	Miscellaneous Reception Aliens	appeared	0.0		0.0											
tng	3x24		Mr. Homns Species	appeared	0.5		0.8	5.2	5.2	LC	humanoid	terrestrial	friend			human		
tng	3x24		Zakdorn	appeared	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed		Federation	logical, arrogant		
tng	3x25		Zalkonian	appeared	1.0	humanoid that transforms into transcendental being	-0.9	6.0	6.0	LC	humanoid	terrestrial	foe	Zalkon				
tng	3x25		Zalkonian+	appeared	1.0	glowing outline of humanoid	0.8	7.0	7.0	EW	transcendent being		friend					
tng	3x26		Borg	appeared	1.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	3x26	C	El-Aurian	appeared	0.4		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x01		Borg	appeared	1.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	4x01	C	El-Aurian	appeared	0.4		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x01		Klingon	mentioned	0.1		-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	4x01		Nanites	mentioned	0.1	Wesleys science project	-0.2	6.0	6.0	EN	nano-machine	terrestrial	friend	Kavis Alpha IV			artificial, inorganic	
tng	4x01		Romulan	mentioned	0.1		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	4x02		Borg	mentioned	0.1	Picards condition discussed	-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	4x02		Dreman	mentioned	0.1	the earthquake planet where Data saved an ugly girl	0.2	3.2	3.2	LC	humanoid	terrestrial	unaligned	Drema IV		human		
tng	4x02	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x03		Crystalline Entity	mentioned	0.1		-1.0	0.0	5.0	EW	crystalline	spaceborne	foe				vampiric, starship sized	
tng	4x03		Noophian	mentioned	0.0	_race that is well known for its lack of historical appreciation._	0.0						unaligned					
tng	4x03		Pakled	mentioned	0.0	the stupid	-0.8	4.2	4.2	LC	humanoid	terrestrial	foe			human	devious, stupid	
tng	4x04		Talarian	appeared	1.0	the species that abducted and raised Jonos as their own	-0.5	5.0	5.0	LC	humanoid	terrestrial	foe			patriarchal, xenephobic		
tng	4x05		Ferengi	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	4x05		The Travelers Species	appeared	1.0		1.0	6.0	6.0	LC	humanoid	terrestrial	unaligned	Tau Alpha C		mystic	time traveler	
tng	4x06		Carnelian	implied	0.0		0.0						unaligned					
tng	4x06		Colonists of Turkana IV	appeared	1.0	the rape gangs etc.	-0.7	5.0	5.0	NT	human	terrestrial	foe	Turkana IV		human		
tng	4x06		Inhabitants of Camus II	mentioned	0.0	writing system of Camus II had symbols identical to Scalosian	0.0			EX	humanoid	terrestrial	unaligned					
tng	4x06		Slick of Malevolent Tar	mentioned	0.1	Armus	-2.0	0.0	6.1	EN	shapeshifter	terrestrial	foe	Vagra II			malovent	
tng	4x06		Telluridan	implied	0.0	Telluridan synthale	0.1						unaligned					
tng	4x07		Ferengi	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	4x07		Klingon	appeared	1.0		0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	4x07		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	4x07		Tholian	mentioned	0.0		-0.5	5.2	5.2	LC	inorganic	terrestrial	foe				xenphobic, hemaphroditic	
tng	4x08		Altarian	mentioned	0.0	Altarian encephalitis	0.0	5.2	5.2	NA	humanoid	terrestrial	fed					
tng	4x08		Barashs Species	appeared	1.0	child playing tricks on Riker	0.4	6.0	6.0	EW	insectoid	terrestrial	unaligned					
tng	4x08		Ferengi	mentioned	0.0		-0.5	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	4x08		Klingon	depicted	0.2	in illusion	-0.8	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	4x08		Romulan	depicted	1.0	in illusion	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	4x09		Dirgos Species 	appeared	1.0		0.5	4.2	4.2	LC	humanoid	terrestrial	friend					
tng	4x09		Gamelan	appeared	0.5	didnt want their planet polluted	0.8	4.0	4.0	NT	humanoid	terrestrial	friend	Gamelan V				
tng	4x09		Inhabitants of Lambda Paz	mentioned	0.8	constructed the teasing fountain	0.0	5.0	5.0	EX	humanoid	terrestrial	friend	Lambda Paz				
tng	4x10		2D Lifeform	appeared	1.0	got the enterprise accidentally trapped	0.0	0.0	5.0	NT	two dimensional	spaceborne	unaligned					
tng	4x10	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x10		Ferengi	mentioned	0.0		-0.5	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	4x10		Tlli Betan	mentioned	0.0	Enterprise was en route to them	0.2			NT	humanoid	terrestrial	friend	Tlli Beta				
tng	4x11		Andorian	mentioned	0.0		0.0	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	4x11		Bolian	appeared	0.3		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	4x11		Inhabitants of Galvin V	mentioned	0.0	A mariage considered successful if an child is produced in the first year.	0.0			NT	humanoid	terrestrial	friend	Galvin V				
tng	4x11		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	4x11	Y	Unnamed tng4x11 Barbershop Alien	appeared	0.1		0.0	5.2	5.2	LC	humanoid	terrestrial						
tng	4x11		Vulcan	depicted	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	4x12		Borg	mentioned	0.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	4x12		Cardassian	appeared	1.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	4x13		Ardras Species	appeared	1.0	con-woman devil bitch	-1.0	5.0	5.0	LC	humanoid	terrestrial	unaligned					
tng	4x13		Berussian	mentioned	0.0	devil: Mendora	0.0	5.0	5.0	LC	humanoid	terrestrial	unaligned					
tng	4x13		Drellian	mentioned	0.0	devil: Torak	0.0				humanoid	terrestrial	unaligned					
tng	4x13		Klingon	depicted	0.0	devil: Feklhr	-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	4x13		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	4x13		The Q	mentioned	0.0		-0.5	7.2	7.2	LC	transcendental	extra-dimensional	unaligned		Q Continuum			
tng	4x13		Ventaxian	appeared	1.0	the marks	0.8	3.1	3.1	NT	humanoid	terrestrial	friend	Ventax II		neo-luddist		
tng	4x14	C	El-Aurian	appeared	0.3		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x14		Paxan	appeared	1.0	tried to keep their existence hidden by brainwashing enterprise crew	-0.2	7.0	7.0	LC	transcendental	terrestrial	foe				xenephopic, isolationist	
tng	4x15		Bolian	appeared	0.1	Bolian ensign, did he do anything?	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	4x15		Klingon	mentioned	0.0		-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	4x15		Malcorian	appeared	1.0	on the verge of warp	0.0	3.2	3.2	NT	humanoid	terrestrial	friend	Malcor III		conservative		
tng	4x16	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x16		Juniors Species	appeared	1.0	giant space whale	-0.2	0.0	5.0	NT	cetacean	spaceborne	unaligned					
tng	4x16		Menthar	mentioned	0.0	ref, destroyed themselves in a war with Promellian, left booby-traps	0.0	5.2	5.2	EX	humanoid	terrestrial	unaligned				extinct	
tng	4x17		Tykens Rift Aliens	appeared	1.0		0.5	5.1	5.1				unaligned				telepathic	
tng	4x17		Betazoid	appeared	1.0	catatonic young man	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	4x17	C	El-Aurian	appeared	0.3	Shotgun under bar.	1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x17		Kaladian	suggested	0.0	Kaladian thorn flower	0.0						unaligned					
tng	4x17		Melthusian	mentioned	0.0	A Melthusian captain, Bela Tyken	0.0						friend					
tng	4x18		Chameleons of Tarchannen III	appeared	1.0		-0.2	0.0	0.0	VU	humanoid	terrestrial	unaligned	Tarchannen III			nearly invisible, paracitic reproduction	
tng	4x19		Cytherian	appeared	1.0		0.8	7.1	7.1	LC	transcendental	terrestrial	friend	Cytherian homeworld				
tng	4x20		Bolian	appeared	0.1		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	4x20		Sarthongian	mentioned	0.0	Home of impressive archaeological ruins.	-0.5				humanoid	terrestrial	foe	Sarthong V			xenephobic	
tng	4x20		Taguan	mentioned	0.2	Taguan ruins	-0.5	5.1	5.1				unaligned	Tagus III			xenephopic	
tng	4x20		The Q	appeared	1.0		-0.5	7.2	7.2	LC	transcendental	extra-dimensional	unaligned		Q Continuum			
tng	4x21		Betazoid	appeared	1.0	assistant	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	4x21		Borg	mentioned	0.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	4x21		Inhabitants of Delb II	appeared	0.1	background: Nellen Tore	1.0	5.2	5.2	LC	humanoid	terrestrial	unaligned	Delb II				
tng	4x21		Klingon	appeared	1.0	initial suspect	-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	4x21		Neural Parasite	mentioned	0.1	discussed	-1.0	5.1	5.1	LC	insectoid	host	foe				parasitic, malevolent	
tng	4x21		Romulan	mentioned	1.0	halfbreed and spies	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	4x21		Tarkanian	mentioned	0.0	_A Tarkanian diplomat was transportedÓ	0.5	5.0	5.0	NT	humanoid	terrestrial	friend					
tng	4x21		Vulcan	mentioned	0.2	halfbreed alleged grandfather	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	4x22		Betazoid	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	4x22		Hill People of Rigel IV	mentioned	0.0	_a brilliant astronomer with a fondness for the Betazoid Ambassador Lwaxana Troi resided on Rigel IVÓ	0.5	3.2	3.2	NT	humanoid	terrestrial	unaligned					
tng	4x22		Kaelon	appeared	1.0	people who kill themselves at 60, sun is about to die	0.6	4.2	4.2	VU	humanoid	terrestrial	friend	Kaelon II		conservative	xenebhobic	
tng	4x22		Mr. Homns Species	appeared	0.2		0.8	5.2	5.2	LC	humanoid	terrestrial	friend			human		
tng	4x23		Bolian	appeared	0.0	barber	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	4x23		Peliar Zellian	appeared	1.0	mother people, federation member	1.0	5.2	5.2	NT	humanoid	terrestrial	fed	Peliar Zel	Federation			
tng	4x23		Peliar Zellian Alphan	appeared	1.0	moon people warring with other moon	-0.5	5.0	5.0	VU	humanoid	terrestrial	friend	Peliar Zel Alpha				
tng	4x23		Peliar Zellian Betan	appeared	1.0	moon people warring with other moon	-0.5	5.0	5.0	EN	humanoid	terrestrial	foe	Peliar Zel Beta				
tng	4x23		Trill	appeared	1.0	symbiotic chest bug	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Trill				
tng	4x23		Trill Symbiont	appeared	1.0		1.0	5.2	5.2	LC	insectoid	host	fed	Trill				
tng	4x24		Andorian	mentioned	0.0		0.0	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	4x24		Cardassian	mentioned	0.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	4x24		Ferengi	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	4x24		Klingon	appeared	1.0	some ambassador...	0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	4x24		Kriosian	mentioned	0.0	Klingon governor of —	0.0	4.2	4.2	VU	humanoid	terrestrial	friend	Krios Prime		human		do the tech level later
tng	4x24		Risian	mentioned	0.0		1.0	5.2	5.2	NT	humanoid	terrestrial	fed	Risa	Federation	hedonistic		Federation
tng	4x24		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	4x24		Teldarian	mentioned	0.0	_a Teldarian cruiser transported Geordi La ForgeÓ	0.5	5.0	5.0	LC	humanoid	terrestrial	friend					
tng	4x25		Denevian	implied	0.0	Denevian mead	0.0						unaligned					
tng	4x25	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x25		Saurian	implied	0.0	Saurian brandy	0.0				reptilian	terrestrial	friend					
tng	4x25		Tyrinean	implied	0.0	Tyrinean blade carving	0.0						unaligned					
tng	4x26	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	4x26		Klingon	appeared	1.0		-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	4x26		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	5x01		Berellian	mentioned	0.0	_no one would think of making a Berellian an engineerÓ	0.0				humanoid	terrestrial	friend					
tng	5x01	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	5x01		Ferengi	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	5x01		Klingon	appeared	1.0		0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	5x01		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	5x02		Children of Tama	appeared	1.0	metaphor speaking aliens	0.6	5.2	5.2	LC	humanoid	terrestrial	friend				metaphor speaking	
tng	5x02	NI	Electromagnetic Beast of El-Adrel	appeared	0.8	invisible beast that Mauled Picard and Tamarian captain	-1.0	0.0		EW	electromagnetic	terrestrial	unaligned	El-Adrel IV			invisible	
tng	5x02		Inhabitants of Kanda IV	mentioned	0.1	An emperor of the seventh dynasty named Darmok	0.0						unaligned	Kanda IV				
tng	5x03		Bajoran	appeared	1.0		0.4	4.2	4.2	VU	humanoid	terrestrial	friend	Bajor	Federation Ally	spiritual	victims	
tng	5x03		Bolian	appeared	0.2	the barber	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	5x03		Cardassian	appeared	1.0		-0.8	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	5x03	C	El-Aurian	appeared	0.4		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	5x03		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	5x04		Crystalline Entity	appeared	1.0	got annihilated	-0.7	0.0	5.0	EX	crystalline	spaceborne	foe				vampiric	
tng	5x05		Vulcan	mentioned	0.0	The Laughing Vulcan and His Dog	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	5x06		Ktarian	appeared	1.0	evil woman supplying the subversive games	-1.0	5.0	5.0	LC	humanoid	terrestrial	fed	Ktaris		human		
tng	5x06		Tarvokian	implied	0.0	Worf personally baked a Tarvokian pound cake to celebrate Crushers visit	0.0						unaligned					
tng	5x07		Barolian	mentioned	0.0	Data shows Picard a Barolian visual identification	0.0	4.2	4.2	LC	humanoid	terrestrial	unaligned					
tng	5x07		Bolian	mentioned	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed		Federation			
tng	5x07		Cardassian	mentioned	0.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	5x07		Ferengi	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	5x07		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	5x07		Vulcan	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	5x07		Zakdorn	appeared	0.7		0.5	5.2	5.2	LC	humanoid	terrestrial	fed		Federation			
tng	5x08		Andorian	implied	0.0	Andorian blues	0.0	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	5x08		Bardakian	suggested	0.0	Bardakian pronghorn moose	0.0						unaligned					
tng	5x08		Barolian	mentioned	0.1	he delivered the Vulcan ship to a Barolian freighter	0.0	4.2	4.2	LC	humanoid	terrestrial	unaligned					
tng	5x08		Ferengi	appeared	0.2		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	5x08		Klingon	appeared	0.7		0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	5x08	Y	Miscellaneous Bar Aliens	appeared	0.0		0.0											
tng	5x08		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
